devDependencies	@babel/core	^7.24.5	^7.22.9
devDependencies	@babel/preset-env	^7.25.3	^7.22.9
devDependencies	eslint-webpack-plugin	^4.2.0	^6.0.0
devDependencies	postcss-html	^1.7.0	^1.0.0
devDependencies	stylelint-config-recommended-vue	^1.5.0	^1.6.1
